Side|OrderID|Company|Type|Timestamp|Price|Quantity
S|25103|ADORWELD|EQ|13:46:30|19.20|120
S|25104|ADORWELD|EQ|13:46:31|21.20|5
S|25105|ADORWELD|EQ|13:46:32|16.95|34
S|25106|ADORWELD|EQ|13:46:33|20.20|383
B|25107|ADORWELD|EQ|13:46:34|15.20|229
S|25108|ADORWELD|EQ|13:46:35|18.95|329
S|25109|ADORWELD|EQ|13:46:36|15.45|174
S|25110|ADORWELD|EQ|13:46:37|21.95|270
B|25111|ADORWELD|EQ|13:46:38|21.70|75
B|25112|ADORWELD|EQ|13:46:39|16.20|67
S|25113|ADORWELD|EQ|13:46:40|21.20|155
B|25114|ADORWELD|EQ|13:46:41|15.70|429
S|25115|ADORWELD|EQ|13:46:42|20.45|467
S|25116|ADORWELD|EQ|13:46:43|16.95|257
S|25117|ADORWELD|EQ|13:46:44|18.95|247
B|25118|ADORWELD|EQ|13:46:45|20.95|214
S|25119|ADORWELD|EQ|13:46:46|15.95|127
B|25120|ADORWELD|EQ|13:46:47|19.95|114
B|25121|ADORWELD|EQ|13:46:48|15.45|281
B|25122|ADORWELD|EQ|13:46:49|21.20|5
B|25123|ADORWELD|EQ|13:46:50|18.70|421
S|25124|ADORWELD|EQ|13:46:51|16.20|263
S|25125|ADORWELD|EQ|13:46:52|20.45|156
S|25126|ADORWELD|EQ|13:46:53|20.45|124
S|25127|ADORWELD|EQ|13:46:54|21.20|309
B|25128|ADORWELD|EQ|13:46:55|22.20|464
B|25129|ADORWELD|EQ|13:46:56|17.45|417
S|25130|ADORWELD|EQ|13:46:57|21.45|27
S|25131|ADORWELD|EQ|13:46:58|18.45|428
S|25132|ADORWELD|EQ|13:46:59|21.20|63
S|25133|ADORWELD|EQ|13:47:00|15.70|339
B|25134|ADORWELD|EQ|13:47:01|21.95|375
S|25135|ADORWELD|EQ|13:47:02|22.45|177
B|25136|ADORWELD|EQ|13:47:03|22.45|128
S|25137|ADORWELD|EQ|13:47:04|17.45|464
B|25138|ADORWELD|EQ|13:47:05|18.95|413
S|25139|ADORWELD|EQ|13:47:06|21.20|154
S|25140|ADORWELD|EQ|13:47:07|20.45|362
B|25141|ADORWELD|EQ|13:47:08|18.20|305
B|25142|ADORWELD|EQ|13:47:09|18.70|409
B|25143|ADORWELD|EQ|13:47:10|15.95|93
S|25144|ADORWELD|EQ|13:47:11|15.45|11
S|25145|ADORWELD|EQ|13:47:12|18.20|442
B|25146|ADORWELD|EQ|13:47:13|19.95|354
B|25147|ADORWELD|EQ|13:47:14|20.20|353
B|25148|ADORWELD|EQ|13:47:15|15.70|39
S|25149|ADORWELD|EQ|13:47:16|19.70|475
B|25150|ADORWELD|EQ|13:47:17|17.70|437
B|25151|ADORWELD|EQ|13:47:18|20.20|241
S|25152|ADORWELD|EQ|13:47:19|21.95|167
S|25153|ADORWELD|EQ|13:47:20|17.95|220
S|25154|ADORWELD|EQ|13:47:21|20.70|24
S|25155|ADORWELD|EQ|13:47:22|22.20|136
B|25156|ADORWELD|EQ|13:47:23|18.20|417
B|25157|ADORWELD|EQ|13:47:24|21.70|490
B|25158|ADORWELD|EQ|13:47:25|21.45|162
S|25159|ADORWELD|EQ|13:47:26|19.20|250
S|25160|ADORWELD|EQ|13:47:27|20.70|22
S|25161|ADORWELD|EQ|13:47:28|15.70|152
S|25162|ADORWELD|EQ|13:47:29|16.45|272
S|25163|ADORWELD|EQ|13:47:30|19.95|443
B|25164|ADORWELD|EQ|13:47:31|17.20|207
S|25165|ADORWELD|EQ|13:47:32|16.70|236
B|25166|ADORWELD|EQ|13:47:33|22.20|260
S|25167|ADORWELD|EQ|13:47:34|16.45|408
B|25168|ADORWELD|EQ|13:47:35|18.95|143
B|25169|ADORWELD|EQ|13:47:36|18.20|229
S|25170|ADORWELD|EQ|13:47:37|16.70|24
S|25171|ADORWELD|EQ|13:47:38|19.70|36
B|25172|ADORWELD|EQ|13:47:39|20.70|273
B|25173|ADORWELD|EQ|13:47:40|15.95|293
B|25174|ADORWELD|EQ|13:47:41|18.95|243
S|25175|ADORWELD|EQ|13:47:42|15.20|429
S|25176|ADORWELD|EQ|13:47:43|20.70|350
B|25177|ADORWELD|EQ|13:47:44|17.95|5
S|25178|ADORWELD|EQ|13:47:45|15.45|452
S|25179|ADORWELD|EQ|13:47:46|15.95|25
B|25180|ADORWELD|EQ|13:47:47|16.20|253
S|25181|ADORWELD|EQ|13:47:48|22.20|74
B|25182|ADORWELD|EQ|13:47:49|16.70|226
B|25183|ADORWELD|EQ|13:47:50|21.45|229
B|25184|ADORWELD|EQ|13:47:51|22.20|154
B|25185|ADORWELD|EQ|13:47:52|17.20|376
S|25186|ADORWELD|EQ|13:47:53|18.70|179
B|25187|ADORWELD|EQ|13:47:54|15.20|182
S|25188|ADORWELD|EQ|13:47:55|18.70|24
S|25189|ADORWELD|EQ|13:47:56|18.20|217
B|25190|ADORWELD|EQ|13:47:57|19.70|363
S|25191|ADORWELD|EQ|13:47:58|17.70|483
B|25192|ADORWELD|EQ|13:47:59|19.70|230
S|25193|ADORWELD|EQ|13:48:00|19.95|77
B|25194|ADORWELD|EQ|13:48:01|21.20|116
B|25195|ADORWELD|EQ|13:48:02|17.95|256
B|25196|ADORWELD|EQ|13:48:03|19.45|380
S|25197|ADORWELD|EQ|13:48:04|18.95|101
B|25198|ADORWELD|EQ|13:48:05|22.20|325
B|25199|ADORWELD|EQ|13:48:06|21.45|399
B|25200|ADORWELD|EQ|13:48:07|21.45|347
S|25201|ADORWELD|EQ|13:48:08|20.20|249
B|25202|ADORWELD|EQ|13:48:09|22.20|288
B|25203|ADORWELD|EQ|13:48:10|18.20|439
S|25204|ADORWELD|EQ|13:48:11|21.70|144
B|25205|ADORWELD|EQ|13:48:12|21.45|347
B|25206|ADORWELD|EQ|13:48:13|17.70|274
B|25207|ADORWELD|EQ|13:48:14|15.95|182
B|25208|ADORWELD|EQ|13:48:15|17.20|370
B|25209|ADORWELD|EQ|13:48:16|19.45|495
B|25210|ADORWELD|EQ|13:48:17|18.45|433
S|25211|ADORWELD|EQ|13:48:18|20.20|83
B|25212|ADORWELD|EQ|13:48:19|20.70|372
B|25213|ADORWELD|EQ|13:48:20|15.95|24
S|25214|ADORWELD|EQ|13:48:21|15.95|472
B|25215|ADORWELD|EQ|13:48:22|19.95|17
S|25216|ADORWELD|EQ|13:48:23|15.45|388
B|25217|ADORWELD|EQ|13:48:24|20.70|113
B|25218|ADORWELD|EQ|13:48:25|20.95|171
B|25219|ADORWELD|EQ|13:48:26|17.70|141
B|25220|ADORWELD|EQ|13:48:27|21.45|34
S|25221|ADORWELD|EQ|13:48:28|19.70|416
B|25222|ADORWELD|EQ|13:48:29|20.70|419
S|25223|ADORWELD|EQ|13:48:30|15.95|474
B|25224|ADORWELD|EQ|13:48:31|21.45|307
B|25225|ADORWELD|EQ|13:48:32|20.45|89
S|25226|ADORWELD|EQ|13:48:33|16.20|370
B|25227|ADORWELD|EQ|13:48:34|20.45|234
B|25228|ADORWELD|EQ|13:48:35|17.70|77
B|25229|ADORWELD|EQ|13:48:36|15.45|279
S|25230|ADORWELD|EQ|13:48:37|19.95|386
S|25231|ADORWELD|EQ|13:48:38|22.20|96
S|25232|ADORWELD|EQ|13:48:39|20.20|159
B|25233|ADORWELD|EQ|13:48:40|18.95|64
S|25234|ADORWELD|EQ|13:48:41|21.45|399
S|25235|ADORWELD|EQ|13:48:42|17.20|11
B|25236|ADORWELD|EQ|13:48:43|16.70|245
S|25237|ADORWELD|EQ|13:48:44|16.20|228
S|25238|ADORWELD|EQ|13:48:45|20.95|141
S|25239|ADORWELD|EQ|13:48:46|21.45|352
B|25240|ADORWELD|EQ|13:48:47|19.70|413
S|25241|ADORWELD|EQ|13:48:48|21.45|52
S|25242|ADORWELD|EQ|13:48:49|16.45|202
S|25243|ADORWELD|EQ|13:48:50|19.45|440
S|25244|ADORWELD|EQ|13:48:51|20.20|287
S|25245|ADORWELD|EQ|13:48:52|15.70|216
B|25246|ADORWELD|EQ|13:48:53|16.20|94
S|25247|ADORWELD|EQ|13:48:54|21.95|308
S|25248|ADORWELD|EQ|13:48:55|15.95|324
S|25249|ADORWELD|EQ|13:48:56|16.95|311
S|25250|ADORWELD|EQ|13:48:57|19.95|409
B|25251|ADORWELD|EQ|13:48:58|19.70|4
B|25252|ADORWELD|EQ|13:48:59|20.95|11
S|25253|ADORWELD|EQ|13:49:00|19.45|348
S|25254|ADORWELD|EQ|13:49:01|21.95|489
B|25255|ADORWELD|EQ|13:49:02|16.20|443
S|25256|ADORWELD|EQ|13:49:03|16.20|448
S|25257|ADORWELD|EQ|13:49:04|19.95|427
B|25258|ADORWELD|EQ|13:49:05|21.20|411
B|25259|ADORWELD|EQ|13:49:06|22.20|178
B|25260|ADORWELD|EQ|13:49:07|21.70|360
B|25261|ADORWELD|EQ|13:49:08|22.45|488
B|25262|ADORWELD|EQ|13:49:09|20.20|363
B|25263|ADORWELD|EQ|13:49:10|21.95|143
B|25264|ADORWELD|EQ|13:49:11|18.45|390
B|25265|ADORWELD|EQ|13:49:12|21.70|356
S|25266|ADORWELD|EQ|13:49:13|16.45|51
B|25267|ADORWELD|EQ|13:49:14|19.70|422
B|25268|ADORWELD|EQ|13:49:15|17.20|346
S|25269|ADORWELD|EQ|13:49:16|20.45|167
B|25270|ADORWELD|EQ|13:49:17|16.70|235
B|25271|ADORWELD|EQ|13:49:18|19.95|464
B|25272|ADORWELD|EQ|13:49:19|19.70|257
B|25273|ADORWELD|EQ|13:49:20|19.20|166
B|25274|ADORWELD|EQ|13:49:21|18.45|280
S|25275|ADORWELD|EQ|13:49:22|15.20|88
S|25276|ADORWELD|EQ|13:49:23|17.45|305
S|25277|ADORWELD|EQ|13:49:24|17.20|173
B|25278|ADORWELD|EQ|13:49:25|20.95|351
B|25279|ADORWELD|EQ|13:49:26|20.20|14
S|25280|ADORWELD|EQ|13:49:27|16.70|472
B|25281|ADORWELD|EQ|13:49:28|15.70|134
B|25282|ADORWELD|EQ|13:49:29|19.45|2
B|25283|ADORWELD|EQ|13:49:30|16.70|88
S|25284|ADORWELD|EQ|13:49:31|19.70|443
B|25285|ADORWELD|EQ|13:49:32|17.95|203
B|25286|ADORWELD|EQ|13:49:33|19.95|15
S|25287|ADORWELD|EQ|13:49:34|17.70|473
S|25288|ADORWELD|EQ|13:49:35|15.70|356
S|25289|ADORWELD|EQ|13:49:36|17.95|278
B|25290|ADORWELD|EQ|13:49:37|16.95|416
S|25291|ADORWELD|EQ|13:49:38|22.45|278
S|25292|ADORWELD|EQ|13:49:39|19.20|407
B|25293|ADORWELD|EQ|13:49:40|18.20|166
S|25294|ADORWELD|EQ|13:49:41|18.45|196
S|25295|ADORWELD|EQ|13:49:42|21.45|387
S|25296|ADORWELD|EQ|13:49:43|16.70|298
S|25297|ADORWELD|EQ|13:49:44|20.45|128
B|25298|ADORWELD|EQ|13:49:45|20.45|150
S|25299|ADORWELD|EQ|13:49:46|20.70|414
S|25300|ADORWELD|EQ|13:49:47|22.20|381
B|25301|ADORWELD|EQ|13:49:48|16.95|490
S|25302|ADORWELD|EQ|13:49:49|17.70|408
B|25303|ADORWELD|EQ|13:49:50|21.20|40
S|25304|ADORWELD|EQ|13:49:51|21.95|255
S|25305|ADORWELD|EQ|13:49:52|15.95|480
B|25306|ADORWELD|EQ|13:49:53|16.20|358
B|25307|ADORWELD|EQ|13:49:54|15.20|490
S|25308|ADORWELD|EQ|13:49:55|17.45|251
B|25309|ADORWELD|EQ|13:49:56|20.70|345
B|25310|ADORWELD|EQ|13:49:57|18.95|285
S|25311|ADORWELD|EQ|13:49:58|18.95|43
S|25312|ADORWELD|EQ|13:49:59|15.70|455
B|25313|ADORWELD|EQ|13:50:00|19.20|171
S|25314|ADORWELD|EQ|13:50:01|19.45|278
B|25315|ADORWELD|EQ|13:50:02|18.95|424
B|25316|ADORWELD|EQ|13:50:03|16.95|310
S|25317|ADORWELD|EQ|13:50:04|17.95|450
S|25318|ADORWELD|EQ|13:50:05|20.70|169
B|25319|ADORWELD|EQ|13:50:06|16.20|174
B|25320|ADORWELD|EQ|13:50:07|15.20|241
B|25321|ADORWELD|EQ|13:50:08|18.95|286
B|25322|ADORWELD|EQ|13:50:09|16.20|438
B|25323|ADORWELD|EQ|13:50:10|20.20|105
B|25324|ADORWELD|EQ|13:50:11|18.95|154
S|25325|ADORWELD|EQ|13:50:12|19.45|430
B|25326|ADORWELD|EQ|13:50:13|22.45|169
S|25327|ADORWELD|EQ|13:50:14|19.70|170
B|25328|ADORWELD|EQ|13:50:15|22.20|264
S|25329|ADORWELD|EQ|13:50:16|20.20|249
S|25330|ADORWELD|EQ|13:50:17|21.45|241
B|25331|ADORWELD|EQ|13:50:18|19.45|268
S|25332|ADORWELD|EQ|13:50:19|15.70|172
S|25333|ADORWELD|EQ|13:50:20|20.70|212
S|25334|ADORWELD|EQ|13:50:21|20.95|280
B|25335|ADORWELD|EQ|13:50:22|20.20|277
B|25336|ADORWELD|EQ|13:50:23|20.70|388
B|25337|ADORWELD|EQ|13:50:24|21.45|266
S|25338|ADORWELD|EQ|13:50:25|17.20|456
S|25339|ADORWELD|EQ|13:50:26|17.45|357
S|25340|ADORWELD|EQ|13:50:27|16.45|164
S|25341|ADORWELD|EQ|13:50:28|17.95|163
B|25342|ADORWELD|EQ|13:50:29|20.20|248
B|25343|ADORWELD|EQ|13:50:30|19.70|372
S|25344|ADORWELD|EQ|13:50:31|20.95|205
S|25345|ADORWELD|EQ|13:50:32|20.45|378
S|25346|ADORWELD|EQ|13:50:33|18.20|312
B|25347|ADORWELD|EQ|13:50:34|19.95|318
B|25348|ADORWELD|EQ|13:50:35|15.20|196
B|25349|ADORWELD|EQ|13:50:36|18.95|467
S|25350|ADORWELD|EQ|13:50:37|22.45|452
B|25351|ADORWELD|EQ|13:50:38|18.70|243
S|25352|ADORWELD|EQ|13:50:39|22.20|125
B|25353|ADORWELD|EQ|13:50:40|20.95|35
B|25354|ADORWELD|EQ|13:50:41|18.20|78
S|25355|ADORWELD|EQ|13:50:42|17.70|111
S|25356|ADORWELD|EQ|13:50:43|21.95|415
B|25357|ADORWELD|EQ|13:50:44|15.45|455
S|25358|ADORWELD|EQ|13:50:45|15.70|307
S|25359|ADORWELD|EQ|13:50:46|20.45|384
B|25360|ADORWELD|EQ|13:50:47|16.20|286
B|25361|ADORWELD|EQ|13:50:48|16.45|252
B|25362|ADORWELD|EQ|13:50:49|19.70|50
B|25363|ADORWELD|EQ|13:50:50|17.20|203
B|25364|ADORWELD|EQ|13:50:51|19.95|276
B|25365|ADORWELD|EQ|13:50:52|18.70|398
S|25366|ADORWELD|EQ|13:50:53|16.95|495
S|25367|ADORWELD|EQ|13:50:54|17.95|158
S|25368|ADORWELD|EQ|13:50:55|18.70|153
S|25369|ADORWELD|EQ|13:50:56|21.20|434
B|25370|ADORWELD|EQ|13:50:57|20.20|211
S|25371|ADORWELD|EQ|13:50:58|16.95|146
B|25372|ADORWELD|EQ|13:50:59|19.70|254
B|25373|ADORWELD|EQ|13:51:00|16.45|282
S|25374|ADORWELD|EQ|13:51:01|19.20|101
S|25375|ADORWELD|EQ|13:51:02|16.95|415
S|25376|ADORWELD|EQ|13:51:03|18.45|454
S|25377|ADORWELD|EQ|13:51:04|15.45|177
S|25378|ADORWELD|EQ|13:51:05|16.45|401
B|25379|ADORWELD|EQ|13:51:06|19.45|377
B|25380|ADORWELD|EQ|13:51:07|20.95|367
S|25381|ADORWELD|EQ|13:51:08|16.70|174
B|25382|ADORWELD|EQ|13:51:09|17.70|244
S|25383|ADORWELD|EQ|13:51:10|15.95|349
S|25384|ADORWELD|EQ|13:51:11|15.45|228
B|25385|ADORWELD|EQ|13:51:12|18.95|457
S|25386|ADORWELD|EQ|13:51:13|19.95|500
B|25387|ADORWELD|EQ|13:51:14|19.70|271
B|25388|ADORWELD|EQ|13:51:15|16.20|428
S|25389|ADORWELD|EQ|13:51:16|21.20|426
S|25390|ADORWELD|EQ|13:51:17|19.45|351
S|25391|ADORWELD|EQ|13:51:18|15.95|490
B|25392|ADORWELD|EQ|13:51:19|15.45|240
S|25393|ADORWELD|EQ|13:51:20|16.95|356
B|25394|ADORWELD|EQ|13:51:21|18.45|187
B|25395|ADORWELD|EQ|13:51:22|15.70|64
B|25396|ADORWELD|EQ|13:51:23|21.45|34
B|25397|ADORWELD|EQ|13:51:24|18.45|442
B|25398|ADORWELD|EQ|13:51:25|17.20|298
S|25399|ADORWELD|EQ|13:51:26|19.20|254
S|25400|ADORWELD|EQ|13:51:27|20.70|243
B|25401|ADORWELD|EQ|13:51:28|15.70|476
B|25402|ADORWELD|EQ|13:51:29|17.20|450
S|25403|ADORWELD|EQ|13:51:30|22.20|417
S|25404|ADORWELD|EQ|13:51:31|22.20|10
B|25405|ADORWELD|EQ|13:51:32|21.45|182
S|25406|ADORWELD|EQ|13:51:33|19.70|199
B|25407|ADORWELD|EQ|13:51:34|18.45|15
S|25408|ADORWELD|EQ|13:51:35|19.95|305
B|25409|ADORWELD|EQ|13:51:36|21.20|323
S|25410|ADORWELD|EQ|13:51:37|21.20|445
B|25411|ADORWELD|EQ|13:51:38|21.70|390
S|25412|ADORWELD|EQ|13:51:39|15.20|478
S|25413|ADORWELD|EQ|13:51:40|20.95|158
S|25414|ADORWELD|EQ|13:51:41|20.95|426
B|25415|ADORWELD|EQ|13:51:42|17.45|361
S|25416|ADORWELD|EQ|13:51:43|19.70|272
S|25417|ADORWELD|EQ|13:51:44|15.95|157
S|25418|ADORWELD|EQ|13:51:45|17.70|436
B|25419|ADORWELD|EQ|13:51:46|16.95|240
B|25420|ADORWELD|EQ|13:51:47|19.20|346
S|25421|ADORWELD|EQ|13:51:48|19.70|105
S|25422|ADORWELD|EQ|13:51:49|17.20|5
B|25423|ADORWELD|EQ|13:51:50|17.20|490
B|25424|ADORWELD|EQ|13:51:51|16.45|415
B|25425|ADORWELD|EQ|13:51:52|15.95|114
S|25426|ADORWELD|EQ|13:51:53|18.20|354
B|25427|ADORWELD|EQ|13:51:54|16.20|169
S|25428|ADORWELD|EQ|13:51:55|15.20|352
S|25429|ADORWELD|EQ|13:51:56|15.45|199
B|25430|ADORWELD|EQ|13:51:57|16.70|315
B|25431|ADORWELD|EQ|13:51:58|18.95|296
B|25432|ADORWELD|EQ|13:51:59|21.20|116
S|25433|ADORWELD|EQ|13:52:00|17.70|224
S|25434|ADORWELD|EQ|13:52:01|18.95|241
B|25435|ADORWELD|EQ|13:52:02|19.20|324
B|25436|ADORWELD|EQ|13:52:03|15.20|359
B|25437|ADORWELD|EQ|13:52:04|16.70|43
S|25438|ADORWELD|EQ|13:52:05|19.95|244
S|25439|ADORWELD|EQ|13:52:06|22.20|117
B|25440|ADORWELD|EQ|13:52:07|17.70|133
S|25441|ADORWELD|EQ|13:52:08|16.45|88
B|25442|ADORWELD|EQ|13:52:09|17.45|372
S|25443|ADORWELD|EQ|13:52:10|16.70|314
B|25444|ADORWELD|EQ|13:52:11|16.45|220
S|25445|ADORWELD|EQ|13:52:12|21.95|218
S|25446|ADORWELD|EQ|13:52:13|20.95|170
B|25447|ADORWELD|EQ|13:52:14|21.20|347
S|25448|ADORWELD|EQ|13:52:15|21.45|108
S|25449|ADORWELD|EQ|13:52:16|17.20|38
S|25450|ADORWELD|EQ|13:52:17|17.20|228
B|25451|ADORWELD|EQ|13:52:18|16.45|376
B|25452|ADORWELD|EQ|13:52:19|17.45|85
S|25453|ADORWELD|EQ|13:52:20|22.20|211
B|25454|ADORWELD|EQ|13:52:21|15.95|96
B|25455|ADORWELD|EQ|13:52:22|20.20|154
S|25456|ADORWELD|EQ|13:52:23|17.20|349
S|25457|ADORWELD|EQ|13:52:24|19.45|35
S|25458|ADORWELD|EQ|13:52:25|20.20|380
B|25459|ADORWELD|EQ|13:52:26|21.70|88
B|25460|ADORWELD|EQ|13:52:27|20.20|357
S|25461|ADORWELD|EQ|13:52:28|19.20|204
S|25462|ADORWELD|EQ|13:52:29|20.45|74
S|25463|ADORWELD|EQ|13:52:30|15.20|284
S|25464|ADORWELD|EQ|13:52:31|20.95|59
B|25465|ADORWELD|EQ|13:52:32|16.70|139
B|25466|ADORWELD|EQ|13:52:33|19.95|200
B|25467|ADORWELD|EQ|13:52:34|15.70|247
S|25468|ADORWELD|EQ|13:52:35|18.20|27
S|25469|ADORWELD|EQ|13:52:36|17.70|135
S|25470|ADORWELD|EQ|13:52:37|19.20|335
B|25471|ADORWELD|EQ|13:52:38|17.45|111
S|25472|ADORWELD|EQ|13:52:39|17.45|402
S|25473|ADORWELD|EQ|13:52:40|15.95|433
S|25474|ADORWELD|EQ|13:52:41|21.95|368
B|25475|ADORWELD|EQ|13:52:42|19.95|426
S|25476|ADORWELD|EQ|13:52:43|16.70|326
S|25477|ADORWELD|EQ|13:52:44|17.95|440
S|25478|ADORWELD|EQ|13:52:45|20.20|262
S|25479|ADORWELD|EQ|13:52:46|22.45|253
S|25480|ADORWELD|EQ|13:52:47|16.95|449
S|25481|ADORWELD|EQ|13:52:48|20.95|430
B|25482|ADORWELD|EQ|13:52:49|20.70|219
B|25483|ADORWELD|EQ|13:52:50|16.95|252
S|25484|ADORWELD|EQ|13:52:51|21.95|239
S|25485|ADORWELD|EQ|13:52:52|21.45|481
B|25486|ADORWELD|EQ|13:52:53|18.70|129
S|25487|ADORWELD|EQ|13:52:54|15.70|181
B|25488|ADORWELD|EQ|13:52:55|16.70|373
B|25489|ADORWELD|EQ|13:52:56|15.20|234
B|25490|ADORWELD|EQ|13:52:57|19.70|351
S|25491|ADORWELD|EQ|13:52:58|18.20|284
S|25492|ADORWELD|EQ|13:52:59|16.70|89
B|25493|ADORWELD|EQ|13:53:00|18.70|338
S|25494|ADORWELD|EQ|13:53:01|16.45|315
S|25495|ADORWELD|EQ|13:53:02|16.20|282
S|25496|ADORWELD|EQ|13:53:03|15.20|27
S|25497|ADORWELD|EQ|13:53:04|20.45|99
B|25498|ADORWELD|EQ|13:53:05|20.95|98
S|25499|ADORWELD|EQ|13:53:06|21.70|48
B|25500|ADORWELD|EQ|13:53:07|16.20|289
S|25501|ADORWELD|EQ|13:53:08|15.45|301
S|25502|ADORWELD|EQ|13:53:09|22.20|48
B|25503|ADORWELD|EQ|13:53:10|15.70|134
B|25504|ADORWELD|EQ|13:53:11|17.70|139
B|25505|ADORWELD|EQ|13:53:12|21.70|135
B|25506|ADORWELD|EQ|13:53:13|21.20|47
B|25507|ADORWELD|EQ|13:53:14|15.70|200
S|25508|ADORWELD|EQ|13:53:15|17.95|33
S|25509|ADORWELD|EQ|13:53:16|15.70|12
S|25510|ADORWELD|EQ|13:53:17|19.70|388
S|25511|ADORWELD|EQ|13:53:18|18.95|109
B|25512|ADORWELD|EQ|13:53:19|17.20|309
S|25513|ADORWELD|EQ|13:53:20|19.70|354
B|25514|ADORWELD|EQ|13:53:21|17.20|494
B|25515|ADORWELD|EQ|13:53:22|17.95|172
S|25516|ADORWELD|EQ|13:53:23|19.20|16
B|25517|ADORWELD|EQ|13:53:24|16.95|358
S|25518|ADORWELD|EQ|13:53:25|19.45|231
B|25519|ADORWELD|EQ|13:53:26|16.45|155
S|25520|ADORWELD|EQ|13:53:27|17.95|364
S|25521|ADORWELD|EQ|13:53:28|16.95|411
B|25522|ADORWELD|EQ|13:53:29|18.70|229
S|25523|ADORWELD|EQ|13:53:30|20.45|110
B|25524|ADORWELD|EQ|13:53:31|15.20|38
S|25525|ADORWELD|EQ|13:53:32|20.45|31
B|25526|ADORWELD|EQ|13:53:33|16.70|168
S|25527|ADORWELD|EQ|13:53:34|15.20|177
B|25528|ADORWELD|EQ|13:53:35|21.20|454
B|25529|ADORWELD|EQ|13:53:36|15.70|152
S|25530|ADORWELD|EQ|13:53:37|18.45|113
B|25531|ADORWELD|EQ|13:53:38|15.45|331
B|25532|ADORWELD|EQ|13:53:39|21.95|457
S|25533|ADORWELD|EQ|13:53:40|16.70|38
B|25534|ADORWELD|EQ|13:53:41|19.20|60
S|25535|ADORWELD|EQ|13:53:42|18.45|161
B|25536|ADORWELD|EQ|13:53:43|17.45|180
B|25537|ADORWELD|EQ|13:53:44|18.20|162
B|25538|ADORWELD|EQ|13:53:45|15.95|456
S|25539|ADORWELD|EQ|13:53:46|16.70|150
S|25540|ADORWELD|EQ|13:53:47|20.95|255
S|25541|ADORWELD|EQ|13:53:48|16.70|306
S|25542|ADORWELD|EQ|13:53:49|22.45|116
S|25543|ADORWELD|EQ|13:53:50|15.70|492
B|25544|ADORWELD|EQ|13:53:51|16.45|141
S|25545|ADORWELD|EQ|13:53:52|16.70|54
B|25546|ADORWELD|EQ|13:53:53|17.70|404
S|25547|ADORWELD|EQ|13:53:54|17.95|408
S|25548|ADORWELD|EQ|13:53:55|17.45|221
B|25549|ADORWELD|EQ|13:53:56|18.20|129
S|25550|ADORWELD|EQ|13:53:57|21.70|435
B|25551|ADORWELD|EQ|13:53:58|21.20|1
S|25552|ADORWELD|EQ|13:53:59|20.95|442
S|25553|ADORWELD|EQ|13:54:00|21.95|134
S|25554|ADORWELD|EQ|13:54:01|20.45|39
B|25555|ADORWELD|EQ|13:54:02|16.45|398
S|25556|ADORWELD|EQ|13:54:03|20.45|240
S|25557|ADORWELD|EQ|13:54:04|19.20|382
S|25558|ADORWELD|EQ|13:54:05|18.20|203
B|25559|ADORWELD|EQ|13:54:06|21.70|157
B|25560|ADORWELD|EQ|13:54:07|15.20|43
B|25561|ADORWELD|EQ|13:54:08|20.20|29
S|25562|ADORWELD|EQ|13:54:09|16.45|242
B|25563|ADORWELD|EQ|13:54:10|22.20|342
S|25564|ADORWELD|EQ|13:54:11|20.20|365
B|25565|ADORWELD|EQ|13:54:12|21.70|372
S|25566|ADORWELD|EQ|13:54:13|18.95|23
B|25567|ADORWELD|EQ|13:54:14|22.20|349
B|25568|ADORWELD|EQ|13:54:15|15.20|12
B|25569|ADORWELD|EQ|13:54:16|21.20|318
B|25570|ADORWELD|EQ|13:54:17|19.45|270
S|25571|ADORWELD|EQ|13:54:18|21.20|270
B|25572|ADORWELD|EQ|13:54:19|18.45|328
S|25573|ADORWELD|EQ|13:54:20|18.45|206
B|25574|ADORWELD|EQ|13:54:21|21.95|248
S|25575|ADORWELD|EQ|13:54:22|20.45|94
B|25576|ADORWELD|EQ|13:54:23|21.20|149
B|25577|ADORWELD|EQ|13:54:24|19.20|169
S|25578|ADORWELD|EQ|13:54:25|15.70|61
S|25579|ADORWELD|EQ|13:54:26|17.95|46
B|25580|ADORWELD|EQ|13:54:27|21.95|103
B|25581|ADORWELD|EQ|13:54:28|16.70|20
S|25582|ADORWELD|EQ|13:54:29|21.70|443
B|25583|ADORWELD|EQ|13:54:30|22.20|19
S|25584|ADORWELD|EQ|13:54:31|15.20|176
B|25585|ADORWELD|EQ|13:54:32|17.45|9
B|25586|ADORWELD|EQ|13:54:33|17.20|415
S|25587|ADORWELD|EQ|13:54:34|20.95|133
S|25588|ADORWELD|EQ|13:54:35|16.20|397
B|25589|ADORWELD|EQ|13:54:36|15.45|409
S|25590|ADORWELD|EQ|13:54:37|15.95|28
B|25591|ADORWELD|EQ|13:54:38|17.20|296
B|25592|ADORWELD|EQ|13:54:39|20.95|243
B|25593|ADORWELD|EQ|13:54:40|16.95|313
S|25594|ADORWELD|EQ|13:54:41|21.70|143
S|25595|ADORWELD|EQ|13:54:42|21.20|303
S|25596|ADORWELD|EQ|13:54:43|21.95|163
B|25597|ADORWELD|EQ|13:54:44|20.45|246
B|25598|ADORWELD|EQ|13:54:45|21.45|252
B|25599|ADORWELD|EQ|13:54:46|19.45|193
S|25600|ADORWELD|EQ|13:54:47|22.45|238
S|25601|ADORWELD|EQ|13:54:48|15.95|157
